epoch,step,train/loss,train/reward,val/reward
0,0,,,-10000.0
1,1,,,-10000.0
2,2,,,-10000.0
3,3,,,-10000.0
4,4,,,-7513.25
5,5,,,-7506.5
6,6,,,-10000.0
7,7,,,-10000.0
8,8,,,-10000.0
9,9,,,-10000.0
10,10,,,-10000.0
11,11,,,-10000.0
12,12,,,-10000.0
13,13,,,-10000.0
14,14,,,-10000.0
15,15,,,-7502.75
16,16,,,-10000.0
17,17,,,-10000.0
18,18,,,-10000.0
19,19,,,-10000.0
20,20,,,-10000.0
21,21,,,-10000.0
22,22,,,-10000.0
23,23,,,-10000.0
24,24,,,-10000.0
25,25,,,-10000.0
26,26,,,-10000.0
27,27,,,-10000.0
28,28,,,-7500.5
29,29,,,-10000.0
30,30,,,-10000.0
31,31,,,-7502.25
32,32,,,-10000.0
33,33,,,-10000.0
34,34,,,-10000.0
35,35,,,-10000.0
36,36,,,-7500.75
37,37,,,-10000.0
38,38,,,-10000.0
39,39,,,-10000.0
40,40,,,-10000.0
41,41,,,-10000.0
42,42,,,-10000.0
43,43,,,-10000.0
44,44,,,-10000.0
45,45,,,-10000.0
46,46,,,-10000.0
47,47,,,-10000.0
48,48,,,-10000.0
49,49,0.0,-10000.0,
49,49,,,-7509.5
50,50,,,-7510.25
51,51,,,-10000.0
52,52,,,-10000.0
53,53,,,-10000.0
54,54,,,-10000.0
55,55,,,-10000.0
56,56,,,-10000.0
57,57,,,-10000.0
58,58,,,-10000.0
59,59,,,-10000.0
60,60,,,-10000.0
61,61,,,-10000.0
62,62,,,-10000.0
63,63,,,-10000.0
64,64,,,-10000.0
65,65,,,-10000.0
66,66,,,-10000.0
67,67,,,-10000.0
68,68,,,-10000.0
69,69,,,-10000.0
70,70,,,-10000.0
71,71,,,-7502.75
72,72,,,-10000.0
73,73,,,-10000.0
74,74,,,-10000.0
75,75,,,-10000.0
76,76,,,-10000.0
77,77,,,-10000.0
78,78,,,-10000.0
79,79,,,-10000.0
80,80,,,-10000.0
81,81,,,-10000.0
82,82,,,-7501.75
83,83,,,-10000.0
84,84,,,-10000.0
85,85,,,-10000.0
86,86,,,-10000.0
87,87,,,-10000.0
88,88,,,-10000.0
89,89,,,-10000.0
90,90,,,-10000.0
91,91,,,-10000.0
92,92,,,-10000.0
93,93,,,-10000.0
94,94,,,-10000.0
95,95,,,-10000.0
96,96,,,-10000.0
97,97,,,-10000.0
98,98,,,-10000.0
99,99,0.0,-10000.0,
99,99,,,-10000.0
